Year,State Census Code,State,Sector,Obs,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
2008,93,California,Total,"13,917","14,889","2,740","2,909",18.4%,19.5%
2008,93,California,Public,"2,330","2,455","1,406","1,492",57.3%,60.8%
2008,93,California,Private,"11,587","12,434","1,334","1,418",10.7%,11.4%
2008,93,California,Priv. Manufacturing,"1,638","1,751",164,175,9.4%,10.0%
2008,93,California,Priv. Construction,830,924,187,196,20.2%,21.3%
2008,84,Colorado,Total,"3,818","2,254",181,208,8.0%,9.2%
2008,84,Colorado,Public,604,349,77,92,22.0%,26.4%
2008,84,Colorado,Private,"3,214","1,905",104,116,5.5%,6.1%
2008,84,Colorado,Priv. Manufacturing,328,190,20,24,10.7%,12.4%
2008,84,Colorado,Priv. Construction,271,166,16,16,9.6%,9.6%
2008,16,Connecticut,Total,"4,101","1,625",275,291,16.9%,17.9%
2008,16,Connecticut,Public,654,256,161,166,63.0%,64.7%
2008,16,Connecticut,Private,"3,447","1,369",114,125,8.3%,9.2%
2008,16,Connecticut,Priv. Manufacturing,543,216,17,20,8.0%,9.1%
2008,16,Connecticut,Priv. Construction,197,79,17,17,21.4%,21.4%
2008,51,Delaware,Total,"2,763",391,52,57,13.4%,14.7%
2008,51,Delaware,Public,471,66,26,29,38.7%,43.1%
2008,51,Delaware,Private,"2,292",325,27,29,8.2%,8.9%
2008,51,Delaware,Priv. Manufacturing,285,40,6,6,15.7%,15.7%
2008,51,Delaware,Priv. Construction,168,24,3,3,11.9%,12.3%
2008,53,District of Columbia,Total,"2,600",288,35,41,12.2%,14.3%
2008,53,District of Columbia,Public,734,80,17,20,21.1%,24.8%
2008,53,District of Columbia,Private,"1,866",208,18,21,8.8%,10.2%
2008,53,District of Columbia,Priv. Manufacturing,36,4,0,0,0.0%,0.0%
2008,53,District of Columbia,Priv. Construction,86,9,1,1,7.9%,7.9%
2008,59,Florida,Total,"6,652","7,573",482,601,6.4%,7.9%
2008,59,Florida,Public,"1,062","1,202",336,408,28.0%,33.9%
2008,59,Florida,Private,"5,590","6,371",146,193,2.3%,3.0%
2008,59,Florida,Priv. Manufacturing,390,451,12,16,2.6%,3.5%
2008,59,Florida,Priv. Construction,443,520,19,22,3.7%,4.1%
2008,58,Georgia,Total,"3,602","4,084",151,189,3.7%,4.6%
2008,58,Georgia,Public,638,712,62,82,8.7%,11.5%
2008,58,Georgia,Private,"2,964","3,372",89,107,2.6%,3.2%
2008,58,Georgia,Priv. Manufacturing,409,463,18,21,3.8%,4.5%
2008,58,Georgia,Priv. Construction,226,260,15,15,5.6%,5.6%
2008,95,Hawaii,Total,"2,677",562,136,143,24.3%,25.5%
2008,95,Hawaii,Public,549,117,63,67,54.3%,57.2%
2008,95,Hawaii,Private,"2,128",445,73,76,16.4%,17.1%
2008,95,Hawaii,Priv. Manufacturing,64,13,3,4,25.0%,26.5%
2008,95,Hawaii,Priv. Construction,181,39,15,16,38.6%,40.2%
2008,82,Idaho,Total,"1,842",602,42,48,7.1%,8.0%
2008,82,Idaho,Public,358,114,19,22,16.7%,19.5%
2008,82,Idaho,Private,"1,484",488,23,26,4.8%,5.3%
2008,82,Idaho,Priv. Manufacturing,218,72,5,6,7.2%,8.0%
2008,82,Idaho,Priv. Construction,110,37,3,3,7.7%,8.5%
2008,33,Illinois,Total,"5,441","5,662",939,993,16.6%,17.5%
2008,33,Illinois,Public,789,806,406,426,50.3%,52.8%
2008,33,Illinois,Private,"4,652","4,856",533,568,11.0%,11.7%
2008,33,Illinois,Priv. Manufacturing,709,738,116,121,15.7%,16.3%
2008,33,Illinois,Priv. Construction,281,305,131,132,43.0%,43.4%
2008,32,Indiana,Total,"2,794","2,811",349,386,12.4%,13.7%
2008,32,Indiana,Public,377,373,102,122,27.4%,32.6%
2008,32,Indiana,Private,"2,417","2,439",247,264,10.1%,10.8%
2008,32,Indiana,Priv. Manufacturing,565,570,106,109,18.7%,19.2%
2008,32,Indiana,Priv. Construction,143,149,45,46,30.3%,31.1%
2008,42,Iowa,Total,"3,683","1,437",153,187,10.6%,13.0%
2008,42,Iowa,Public,607,236,74,94,31.3%,40.0%
2008,42,Iowa,Private,"3,076","1,202",79,92,6.6%,7.7%
2008,42,Iowa,Priv. Manufacturing,672,263,43,48,16.4%,18.3%
2008,42,Iowa,Priv. Construction,157,61,9,10,15.5%,16.0%
2008,47,Kansas,Total,"2,667","1,273",89,111,7.0%,8.7%
2008,47,Kansas,Public,500,233,39,54,16.6%,22.9%
2008,47,Kansas,Private,"2,167","1,040",51,57,4.9%,5.5%
2008,47,Kansas,Priv. Manufacturing,371,176,27,29,15.2%,16.6%
2008,47,Kansas,Priv. Construction,110,54,10,10,18.7%,18.7%
2008,61,Kentucky,Total,"2,411","1,703",146,163,8.6%,9.6%
2008,61,Kentucky,Public,440,307,50,61,16.3%,19.8%
2008,61,Kentucky,Private,"1,971","1,396",96,102,6.9%,7.3%
2008,61,Kentucky,Priv. Manufacturing,343,242,21,21,8.7%,8.7%
2008,61,Kentucky,Priv. Construction,122,87,10,10,11.9%,11.9%
2008,72,Louisiana,Total,"1,538","1,724",80,97,4.6%,5.6%
2008,72,Louisiana,Public,264,282,37,47,13.3%,16.6%
2008,72,Louisiana,Private,"1,274","1,442",43,50,3.0%,3.5%
2008,72,Louisiana,Priv. Manufacturing,134,150,17,17,11.1%,11.1%
2008,72,Louisiana,Priv. Construction,84,96,4,6,4.3%,6.1%
2008,11,Maine,Total,"3,212",574,71,84,12.3%,14.7%
2008,11,Maine,Public,561,99,45,54,45.2%,54.2%
2008,11,Maine,Private,"2,651",475,26,30,5.5%,6.4%
2008,11,Maine,Priv. Manufacturing,344,61,12,12,19.4%,19.9%
2008,11,Maine,Priv. Construction,143,26,1,1,2.7%,4.7%
2008,52,Maryland,Total,"4,470","2,610",329,380,12.6%,14.5%
2008,52,Maryland,Public,"1,100",644,199,231,30.9%,35.9%
2008,52,Maryland,Private,"3,370","1,965",130,148,6.6%,7.5%
2008,52,Maryland,Priv. Manufacturing,240,139,18,20,13.1%,14.3%
2008,52,Maryland,Priv. Construction,307,176,25,26,14.2%,14.8%
2008,14,Massachusetts,Total,"2,767","2,909",458,491,15.7%,16.9%
2008,14,Massachusetts,Public,428,434,265,279,61.0%,64.3%
2008,14,Massachusetts,Private,"2,339","2,476",193,213,7.8%,8.6%
2008,14,Massachusetts,Priv. Manufacturing,252,267,19,22,7.0%,8.2%
2008,14,Massachusetts,Priv. Construction,115,124,25,25,20.0%,20.0%
2008,34,Michigan,Total,"3,924","4,089",771,801,18.8%,19.6%
2008,34,Michigan,Public,524,530,304,313,57.3%,59.0%
2008,34,Michigan,Private,"3,400","3,559",467,489,13.1%,13.7%
2008,34,Michigan,Priv. Manufacturing,761,797,183,188,22.9%,23.6%
2008,34,Michigan,Priv. Construction,152,159,38,39,24.0%,24.7%
2008,41,Minnesota,Total,"4,589","2,430",392,412,16.1%,17.0%
2008,41,Minnesota,Public,684,357,196,206,55.0%,57.9%
2008,41,Minnesota,Private,"3,905","2,073",196,206,9.4%,9.9%
2008,41,Minnesota,Priv. Manufacturing,682,358,39,40,11.0%,11.3%
2008,41,Minnesota,Priv. Construction,223,117,32,33,27.3%,28.2%
2008,64,Mississippi,Total,"1,436","1,089",57,79,5.3%,7.3%
2008,64,Mississippi,Public,325,239,22,32,9.4%,13.3%
2008,64,Mississippi,Private,"1,111",850,35,47,4.1%,5.6%
2008,64,Mississippi,Priv. Manufacturing,232,178,16,21,8.9%,11.6%
2008,64,Mississippi,Priv. Construction,74,57,1,1,2.2%,2.2%
2008,43,Missouri,Total,"2,917","2,543",285,327,11.2%,12.8%
2008,43,Missouri,Public,392,339,79,95,23.3%,28.0%
2008,43,Missouri,Private,"2,525","2,205",206,232,9.3%,10.5%
2008,43,Missouri,Priv. Manufacturing,424,372,58,64,15.5%,17.2%
2008,43,Missouri,Priv. Construction,170,151,48,50,31.6%,33.2%
2008,81,Montana,Total,"1,594",389,47,61,12.2%,15.7%
2008,81,Montana,Public,312,75,29,34,38.5%,45.6%
2008,81,Montana,Private,"1,282",314,18,27,5.9%,8.5%
2008,81,Montana,Priv. Manufacturing,63,15,2,2,12.8%,14.0%
2008,81,Montana,Priv. Construction,125,32,4,4,11.9%,14.1%
2008,46,Nebraska,Total,"2,932",840,70,90,8.3%,10.7%
2008,46,Nebraska,Public,533,150,41,54,27.3%,36.4%
2008,46,Nebraska,Private,"2,399",690,29,36,4.2%,5.2%
2008,46,Nebraska,Priv. Manufacturing,379,109,8,10,7.3%,9.0%
2008,46,Nebraska,Priv. Construction,143,42,5,5,11.2%,11.2%
2008,88,Nevada,Total,"2,778","1,192",199,217,16.7%,18.2%
2008,88,Nevada,Public,360,149,54,63,36.5%,42.7%
2008,88,Nevada,Private,"2,418","1,044",145,153,13.9%,14.7%
2008,88,Nevada,Priv. Manufacturing,105,43,3,4,7.1%,9.0%
2008,88,Nevada,Priv. Construction,262,119,40,40,34.0%,34.0%
2008,12,New Hampshire,Total,"4,209",635,67,79,10.6%,12.4%
2008,12,New Hampshire,Public,639,95,45,52,47.8%,54.5%
2008,12,New Hampshire,Private,"3,570",540,22,27,4.0%,5.0%
2008,12,New Hampshire,Priv. Manufacturing,615,92,3,4,2.9%,4.0%
2008,12,New Hampshire,Priv. Construction,196,30,3,3,8.7%,10.9%
2008,22,New Jersey,Total,"3,754","3,843",703,731,18.3%,19.0%
2008,22,New Jersey,Public,582,591,367,372,62.1%,62.9%
2008,22,New Jersey,Private,"3,172","3,252",336,359,10.3%,11.0%
2008,22,New Jersey,Priv. Manufacturing,394,395,33,34,8.4%,8.6%
2008,22,New Jersey,Priv. Construction,209,217,49,50,22.8%,23.2%
2008,85,New Mexico,Total,"1,503",807,58,94,7.2%,11.6%
2008,85,New Mexico,Public,411,211,34,61,16.0%,28.9%
2008,85,New Mexico,Private,"1,092",596,24,33,4.1%,5.5%
2008,85,New Mexico,Priv. Manufacturing,83,44,1,1,1.2%,1.2%
2008,85,New Mexico,Priv. Construction,108,60,5,7,8.7%,11.7%
2008,21,New York,Total,"7,237","8,165","2,029","2,170",24.9%,26.6%
2008,21,New York,Public,"1,375","1,525","1,075","1,111",70.5%,72.9%
2008,21,New York,Private,"5,862","6,640",955,"1,059",14.4%,15.9%
2008,21,New York,Priv. Manufacturing,557,612,97,104,15.9%,17.0%
2008,21,New York,Priv. Construction,360,414,110,118,26.6%,28.4%
2008,56,North Carolina,Total,"3,397","3,799",132,189,3.5%,5.0%
2008,56,North Carolina,Public,558,619,68,107,11.0%,17.2%
2008,56,North Carolina,Private,"2,839","3,180",64,82,2.0%,2.6%
2008,56,North Carolina,Priv. Manufacturing,431,473,21,29,4.4%,6.0%
2008,56,North Carolina,Priv. Construction,244,277,2,2,0.9%,0.9%
2008,44,North Dakota,Total,"2,388",308,19,25,6.1%,8.2%
2008,44,North Dakota,Public,546,71,11,16,16.3%,22.4%
2008,44,North Dakota,Private,"1,842",238,7,9,3.1%,3.9%
2008,44,North Dakota,Priv. Manufacturing,183,24,1,2,5.7%,6.8%
2008,44,North Dakota,Priv. Construction,110,15,1,1,7.7%,9.8%
2008,31,Ohio,Total,"4,923","5,046",716,783,14.2%,15.5%
2008,31,Ohio,Public,768,785,319,357,40.6%,45.5%
2008,31,Ohio,Private,"4,155","4,261",397,426,9.3%,10.0%
2008,31,Ohio,Priv. Manufacturing,817,832,124,131,14.9%,15.8%
2008,31,Ohio,Priv. Construction,203,208,61,64,29.3%,30.6%
2008,73,Oklahoma,Total,"2,048","1,529",102,127,6.6%,8.3%
2008,73,Oklahoma,Public,414,306,55,69,18.0%,22.7%
2008,73,Oklahoma,Private,"1,634","1,223",47,57,3.8%,4.7%
2008,73,Oklahoma,Priv. Manufacturing,180,134,8,12,6.0%,8.7%
2008,73,Oklahoma,Priv. Construction,91,70,3,3,5.0%,5.0%
2008,92,Oregon,Total,"2,298","1,566",259,272,16.6%,17.4%
2008,92,Oregon,Public,352,233,140,145,59.9%,62.2%
2008,92,Oregon,Private,"1,946","1,333",119,127,9.0%,9.5%
2008,92,Oregon,Priv. Manufacturing,318,221,27,30,12.4%,13.5%
2008,92,Oregon,Priv. Construction,132,90,12,12,13.0%,13.0%
2008,23,Pennsylvania,Total,"5,580","5,504",847,899,15.4%,16.3%
2008,23,Pennsylvania,Public,678,662,350,374,52.9%,56.6%
2008,23,Pennsylvania,Private,"4,902","4,842",497,524,10.3%,10.8%
2008,23,Pennsylvania,Priv. Manufacturing,795,776,103,107,13.3%,13.8%
2008,23,Pennsylvania,Priv. Construction,262,256,52,53,20.2%,20.5%
2008,15,Rhode Island,Total,"2,973",471,78,82,16.5%,17.4%
2008,15,Rhode Island,Public,443,69,43,45,61.9%,64.6%
2008,15,Rhode Island,Private,"2,530",401,35,37,8.7%,9.2%
2008,15,Rhode Island,Priv. Manufacturing,395,62,3,4,5.3%,5.8%
2008,15,Rhode Island,Priv. Construction,128,21,4,5,21.3%,22.0%
2008,57,South Carolina,Total,"2,155","1,792",70,105,3.9%,5.8%
2008,57,South Carolina,Public,388,315,34,53,10.9%,16.7%
2008,57,South Carolina,Private,"1,767","1,477",35,52,2.4%,3.5%
2008,57,South Carolina,Priv. Manufacturing,328,270,18,22,6.5%,8.2%
2008,57,South Carolina,Priv. Construction,147,124,1,2,0.7%,1.4%
2008,45,South Dakota,Total,"2,814",369,18,24,5.0%,6.4%
2008,45,South Dakota,Public,506,64,11,15,16.6%,23.1%
2008,45,South Dakota,Private,"2,308",305,8,9,2.5%,2.9%
2008,45,South Dakota,Priv. Manufacturing,363,46,3,3,5.9%,6.3%
2008,45,South Dakota,Priv. Construction,149,20,1,1,4.5%,4.5%
2008,62,Tennessee,Total,"2,200","2,534",139,166,5.5%,6.6%
2008,62,Tennessee,Public,355,405,65,82,16.0%,20.1%
2008,62,Tennessee,Private,"1,845","2,129",74,85,3.5%,4.0%
2008,62,Tennessee,Priv. Manufacturing,304,340,27,29,7.8%,8.4%
2008,62,Tennessee,Priv. Construction,143,162,7,9,4.5%,5.3%
2008,74,Texas,Total,"8,618","9,991",449,559,4.5%,5.6%
2008,74,Texas,Public,"1,409","1,596",239,294,15.0%,18.4%
2008,74,Texas,Private,"7,209","8,394",209,265,2.5%,3.2%
2008,74,Texas,Priv. Manufacturing,875,"1,035",50,65,4.8%,6.3%
2008,74,Texas,Priv. Construction,618,746,22,23,2.9%,3.1%
2008,87,Utah,Total,"2,248","1,178",68,84,5.8%,7.1%
2008,87,Utah,Public,440,226,35,43,15.5%,18.9%
2008,87,Utah,Private,"1,808",952,33,41,3.4%,4.3%
2008,87,Utah,Priv. Manufacturing,226,118,2,3,1.8%,2.9%
2008,87,Utah,Priv. Construction,156,86,6,7,7.0%,8.2%
2008,13,Vermont,Total,"2,642",284,29,36,10.4%,12.8%
2008,13,Vermont,Public,433,45,18,22,40.2%,48.9%
2008,13,Vermont,Private,"2,209",238,11,14,4.7%,6.0%
2008,13,Vermont,Priv. Manufacturing,310,33,2,2,5.1%,7.2%
2008,13,Vermont,Priv. Construction,138,15,1,1,5.1%,5.1%
2008,54,Virginia,Total,"3,922","3,597",146,178,4.1%,5.0%
2008,54,Virginia,Public,845,764,71,89,9.3%,11.7%
2008,54,Virginia,Private,"3,077","2,833",75,89,2.6%,3.1%
2008,54,Virginia,Priv. Manufacturing,299,266,15,18,5.8%,6.8%
2008,54,Virginia,Priv. Construction,252,235,11,11,4.6%,4.6%
2008,91,Washington,Total,"3,113","2,912",578,626,19.8%,21.5%
2008,91,Washington,Public,565,522,266,292,51.0%,55.9%
2008,91,Washington,Private,"2,548","2,391",312,335,13.0%,14.0%
2008,91,Washington,Priv. Manufacturing,400,373,91,93,24.2%,24.8%
2008,91,Washington,Priv. Construction,221,211,57,59,27.2%,28.0%
2008,55,West Virginia,Total,"1,909",736,101,112,13.8%,15.3%
2008,55,West Virginia,Public,407,153,39,44,25.3%,28.5%
2008,55,West Virginia,Private,"1,502",583,63,69,10.7%,11.8%
2008,55,West Virginia,Priv. Manufacturing,150,58,10,13,17.9%,21.6%
2008,55,West Virginia,Priv. Construction,112,43,13,13,30.6%,30.6%
2008,35,Wisconsin,Total,"3,607","2,642",396,422,15.0%,16.0%
2008,35,Wisconsin,Public,513,369,176,184,47.7%,50.1%
2008,35,Wisconsin,Private,"3,094","2,274",220,238,9.7%,10.4%
2008,35,Wisconsin,Priv. Manufacturing,700,513,97,101,18.8%,19.7%
2008,35,Wisconsin,Priv. Construction,142,106,26,26,24.8%,24.8%
2008,83,Wyoming,Total,"2,391",241,19,21,7.7%,8.9%
2008,83,Wyoming,Public,541,53,7,9,13.2%,16.2%
2008,83,Wyoming,Private,"1,850",188,12,13,6.2%,6.8%
2008,83,Wyoming,Priv. Manufacturing,90,9,1,1,7.8%,8.6%
2008,83,Wyoming,Priv. Construction,147,16,1,1,5.4%,5.4%
2009,63,Alabama,Total,"1,721","1,763",191,212,10.9%,12.0%
2009,63,Alabama,Public,312,319,105,112,32.9%,35.1%
2009,63,Alabama,Private,"1,409","1,444",86,100,6.0%,6.9%
2009,63,Alabama,Priv. Manufacturing,257,255,35,35,13.7%,13.7%
2009,63,Alabama,Priv. Construction,111,112,7,10,6.4%,9.1%
2009,94,Alaska,Total,"2,366",293,65,69,22.3%,23.6%
2009,94,Alaska,Public,677,81,43,46,53.4%,56.6%
2009,94,Alaska,Private,"1,689",211,22,23,10.3%,10.9%
2009,94,Alaska,Priv. Manufacturing,60,7,1,1,6.9%,6.9%
2009,94,Alaska,Priv. Construction,129,17,3,3,16.7%,16.7%
2009,86,Arizona,Total,"1,828","2,471",162,194,6.5%,7.9%
2009,86,Arizona,Public,285,372,86,106,23.0%,28.4%
2009,86,Arizona,Private,"1,543","2,099",76,89,3.6%,4.2%
2009,86,Arizona,Priv. Manufacturing,169,233,8,13,3.4%,5.8%
2009,86,Arizona,Priv. Construction,106,151,5,5,3.5%,3.5%
2009,71,Arkansas,Total,"1,689","1,103",47,55,4.2%,5.0%
2009,71,Arkansas,Public,275,178,20,25,11.4%,14.3%
2009,71,Arkansas,Private,"1,414",925,26,29,2.8%,3.2%
2009,71,Arkansas,Priv. Manufacturing,243,163,12,13,7.1%,7.9%
2009,71,Arkansas,Priv. Construction,90,57,3,3,5.4%,5.4%
2009,93,California,Total,"13,494","14,297","2,453","2,622",17.2%,18.3%
2009,93,California,Public,"2,261","2,366","1,320","1,396",55.8%,59.0%
2009,93,California,Private,"11,233","11,931","1,133","1,226",9.5%,10.3%
2009,93,California,Priv. Manufacturing,"1,480","1,567",126,139,8.1%,8.9%
2009,93,California,Priv. Construction,666,735,129,133,17.6%,18.0%
2009,84,Colorado,Total,"3,788","2,175",153,181,7.0%,8.3%
2009,84,Colorado,Public,591,332,69,84,20.9%,25.3%
2009,84,Colorado,Private,"3,197","1,843",84,97,4.5%,5.2%
2009,84,Colorado,Priv. Manufacturing,314,179,13,15,7.4%,8.3%
2009,84,Colorado,Priv. Construction,211,125,7,8,6.0%,6.4%
2009,16,Connecticut,Total,"4,068","1,538",265,282,17.3%,18.4%
2009,16,Connecticut,Public,647,241,155,160,64.2%,66.3%
2009,16,Connecticut,Private,"3,421","1,297",111,123,8.5%,9.4%
2009,16,Connecticut,Priv. Manufacturing,473,177,18,19,10.2%,11.0%
2009,16,Connecticut,Priv. Construction,185,71,12,12,17.0%,17.6%
2009,51,Delaware,Total,"2,612",367,44,47,11.9%,12.8%
2009,51,Delaware,Public,409,57,26,27,45.1%,47.4%
2009,51,Delaware,Private,"2,203",311,18,20,5.8%,6.5%
2009,51,Delaware,Priv. Manufacturing,251,35,4,4,10.6%,11.8%
2009,51,Delaware,Priv. Construction,141,20,2,2,9.8%,11.2%
2009,53,District of Columbia,Total,"2,469",276,29,35,10.4%,12.5%
2009,53,District of Columbia,Public,707,78,16,19,20.2%,24.5%
2009,53,District of Columbia,Private,"1,762",198,13,15,6.5%,7.8%
2009,53,District of Columbia,Priv. Manufacturing,20,2,0,0,0.0%,0.0%
2009,53,District of Columbia,Priv. Construction,78,9,1,1,12.0%,15.3%
2009,59,Florida,Total,"6,113","7,097",411,489,5.8%,6.9%
2009,59,Florida,Public,"1,000","1,163",292,338,25.1%,29.0%
2009,59,Florida,Private,"5,113","5,934",118,152,2.0%,2.6%
2009,59,Florida,Priv. Manufacturing,359,421,11,15,2.5%,3.6%
2009,59,Florida,Priv. Construction,339,402,5,7,1.2%,1.8%
2009,58,Georgia,Total,"3,417","3,869",177,226,4.6%,5.9%
2009,58,Georgia,Public,609,682,89,119,13.0%,17.5%
2009,58,Georgia,Private,"2,808","3,188",88,107,2.8%,3.4%
2009,58,Georgia,Priv. Manufacturing,340,383,12,16,3.2%,4.2%
2009,58,Georgia,Priv. Construction,197,230,8,8,3.6%,3.6%
2009,95,Hawaii,Total,"2,575",526,123,128,23.5%,24.3%
2009,95,Hawaii,Public,551,113,63,64,55.4%,56.5%
2009,95,Hawaii,Private,"2,024",413,61,64,14.7%,15.5%
2009,95,Hawaii,Priv. Manufacturing,61,12,2,2,15.6%,15.6%
2009,95,Hawaii,Priv. Construction,172,36,12,12,33.5%,33.5%
2009,82,Idaho,Total,"1,732",577,36,46,6.3%,7.9%
2009,82,Idaho,Public,356,118,22,27,18.3%,22.6%
2009,82,Idaho,Private,"1,376",459,15,19,3.2%,4.1%
2009,82,Idaho,Priv. Manufacturing,177,59,3,3,4.9%,5.5%
2009,82,Idaho,Priv. Construction,85,29,4,4,12.4%,12.4%
2009,33,Illinois,Total,"5,304","5,435",951,997,17.5%,18.3%
2009,33,Illinois,Public,829,833,447,458,53.6%,55.0%
2009,33,Illinois,Private,"4,475","4,602",504,539,10.9%,11.7%
2009,33,Illinois,Priv. Manufacturing,620,633,98,104,15.6%,16.4%
2009,33,Illinois,Priv. Construction,249,262,99,99,37.8%,37.8%
2009,32,Indiana,Total,"2,590","2,612",277,319,10.6%,12.2%
2009,32,Indiana,Public,390,381,108,125,28.3%,32.7%
2009,32,Indiana,Private,"2,200","2,231",169,194,7.6%,8.7%
2009,32,Indiana,Priv. Manufacturing,454,461,67,70,14.5%,15.3%
2009,32,Indiana,Priv. Construction,126,133,39,39,28.9%,28.9%
2009,42,Iowa,Total,"3,594","1,398",156,185,11.1%,13.3%
2009,42,Iowa,Public,628,241,76,96,31.4%,39.7%
2009,42,Iowa,Private,"2,966","1,157",80,90,6.9%,7.7%
2009,42,Iowa,Priv. Manufacturing,625,243,41,43,16.7%,17.8%
2009,42,Iowa,Priv. Construction,149,59,12,13,20.5%,21.4%
2009,47,Kansas,Total,"2,575","1,249",77,104,6.2%,8.4%
2009,47,Kansas,Public,529,249,37,53,15.0%,21.5%
2009,47,Kansas,Private,"2,046","1,000",40,51,4.0%,5.1%
2009,47,Kansas,Priv. Manufacturing,329,159,21,23,12.9%,14.7%
2009,47,Kansas,Priv. Construction,120,61,7,7,11.9%,11.9%
2009,61,Kentucky,Total,"2,344","1,657",142,173,8.6%,10.5%
2009,61,Kentucky,Public,418,292,50,69,17.0%,23.5%
2009,61,Kentucky,Private,"1,926","1,365",93,105,6.8%,7.7%
2009,61,Kentucky,Priv. Manufacturing,329,225,28,31,12.5%,13.8%
2009,61,Kentucky,Priv. Construction,113,78,11,11,14.5%,14.5%
2009,72,Louisiana,Total,"1,515","1,704",99,110,5.8%,6.5%
2009,72,Louisiana,Public,282,312,48,54,15.3%,17.2%
2009,72,Louisiana,Private,"1,233","1,391",51,57,3.7%,4.1%
2009,72,Louisiana,Priv. Manufacturing,134,151,19,19,12.8%,12.8%
2009,72,Louisiana,Priv. Construction,94,107,4,6,3.8%,5.9%
2009,11,Maine,Total,"3,177",543,63,74,11.7%,13.7%
2009,11,Maine,Public,542,91,40,48,44.6%,53.2%
2009,11,Maine,Private,"2,635",452,23,26,5.1%,5.8%
2009,11,Maine,Priv. Manufacturing,316,54,10,10,17.8%,18.4%
2009,11,Maine,Priv. Construction,140,24,1,2,4.3%,7.0%
2009,52,Maryland,Total,"4,448","2,555",323,366,12.6%,14.3%
2009,52,Maryland,Public,"1,104",640,183,213,28.5%,33.3%
2009,52,Maryland,Private,"3,344","1,914",140,154,7.3%,8.0%
2009,52,Maryland,Priv. Manufacturing,218,119,15,16,12.8%,13.2%
2009,52,Maryland,Priv. Construction,272,155,20,21,12.6%,13.5%
2009,14,Massachusetts,Total,"2,678","2,864",476,516,16.6%,18.0%
2009,14,Massachusetts,Public,411,429,261,275,60.9%,64.1%
2009,14,Massachusetts,Private,"2,267","2,435",215,241,8.8%,9.9%
2009,14,Massachusetts,Priv. Manufacturing,254,270,24,28,8.9%,10.4%
2009,14,Massachusetts,Priv. Construction,95,103,21,21,20.6%,20.6%
2009,34,Michigan,Total,"3,741","3,785",710,752,18.8%,19.9%
2009,34,Michigan,Public,548,550,315,332,57.1%,60.3%
2009,34,Michigan,Private,"3,193","3,235",395,420,12.2%,13.0%
2009,34,Michigan,Priv. Manufacturing,595,594,107,112,17.9%,18.9%
2009,34,Michigan,Priv. Construction,144,146,35,36,24.0%,24.7%
2009,41,Minnesota,Total,"4,496","2,400",362,377,15.1%,15.7%
2009,41,Minnesota,Public,680,358,189,195,52.8%,54.6%
2009,41,Minnesota,Private,"3,816","2,043",173,182,8.5%,8.9%
2009,41,Minnesota,Priv. Manufacturing,639,337,28,29,8.4%,8.7%
2009,41,Minnesota,Priv. Construction,180,96,29,30,30.3%,31.0%
2009,64,Mississippi,Total,"1,400","1,029",49,66,4.8%,6.4%
2009,64,Mississippi,Public,313,225,14,24,6.2%,10.8%
2009,64,Mississippi,Private,"1,087",804,35,42,4.4%,5.2%
2009,64,Mississippi,Priv. Manufacturing,211,154,18,18,11.4%,11.9%
2009,64,Mississippi,Priv. Construction,75,58,1,2,2.3%,3.6%
2009,43,Missouri,Total,"2,910","2,481",234,264,9.4%,10.6%
2009,43,Missouri,Public,428,362,64,79,17.7%,21.8%
2009,43,Missouri,Private,"2,482","2,119",169,185,8.0%,8.7%
2009,43,Missouri,Priv. Manufacturing,381,318,50,53,15.8%,16.8%
2009,43,Missouri,Priv. Construction,145,125,34,34,27.3%,27.3%
2009,81,Montana,Total,"1,444",374,52,68,13.9%,18.1%
2009,81,Montana,Public,301,78,33,40,42.3%,51.0%
2009,81,Montana,Private,"1,143",296,19,28,6.5%,9.4%
2009,81,Montana,Priv. Manufacturing,75,19,3,4,15.9%,19.6%
2009,81,Montana,Priv. Construction,89,23,3,3,13.5%,13.5%
2009,46,Nebraska,Total,"2,912",823,76,94,9.2%,11.4%
2009,46,Nebraska,Public,540,149,47,57,31.9%,38.6%
2009,46,Nebraska,Private,"2,372",675,28,37,4.2%,5.4%
2009,46,Nebraska,Priv. Manufacturing,369,105,10,12,9.4%,11.6%
2009,46,Nebraska,Priv. Construction,106,31,4,4,12.4%,14.7%
2009,88,Nevada,Total,"2,626","1,097",173,188,15.7%,17.2%
2009,88,Nevada,Public,385,157,53,60,34.1%,38.2%
2009,88,Nevada,Private,"2,241",940,119,128,12.7%,13.7%
